N is 4
N is 4
omega has size 1
omega has size 2
omega has size 3
omega has size 4
theta has size 1theta has size 2theta has size 3theta has size 4theta has size 40, 12.6858, dt0
5.867, 13.7942, dt1
5.867, 10.1335, dt2
5.867, 10.0783, dt3
5.868, 13.4425, dt0
5.868, 13.3504, dt1
5.868, 10.4742, dt2
5.868, 10.5378, dt3
5.869, 13.3653, dt0
5.869, 13.0686, dt1
5.869, 10.7308, dt2
5.869, 11.1977, dt3
5.87, 12.8721, dt0
5.87, 13.6529, dt1
5.87, 11.001, dt2
5.87, 11.1344, dt3
5.871, 13.3459, dt0
5.871, 13.7496, dt1
5.871, 10.8656, dt2
5.871, 11.0947, dt3
5.872, 13.5843, dt0
5.872, 13.655, dt1
5.872, 9.23622, dt2
5.872, 11.5925, dt3
5.873, 13.6344, dt0
5.873, 13.6562, dt1
5.873, 10.3776, dt2
5.873, 10.892, dt3
5.874, 14.0062, dt0
5.874, 13.3077, dt1
5.874, 11.0098, dt2
5.874, 10.8308, dt3
5.875, 13.1251, dt0
5.875, 13.163, dt1
5.875, 10.8966, dt2
5.875, 10.1184, dt3
5.876, 13.7717, dt0
5.876, 14.1501, dt1
5.876, 10.9888, dt2
5.876, 10.0105, dt3
5.877, 13.8718, dt0
5.877, 13.8962, dt1
5.877, 10.6191, dt2
5.877, 11.4532, dt3
5.878, 13.6715, dt0
5.878, 13.9004, dt1
5.878, 10.378, dt2
5.878, 9.86657, dt3
5.879, 13.751, dt0
5.879, 13.6497, dt1
5.879, 10.2418, dt2
5.879, 10.152, dt3
5.88, 14.1017, dt0
5.88, 14.3124, dt1
5.88, 9.69797, dt2
5.88, 12.0294, dt3
5.881, 13.5945, dt0
5.881, 14.0693, dt1
5.881, 10.2204, dt2
5.881, 11.0822, dt3
5.882, 13.6833, dt0
5.882, 13.4221, dt1
5.882, 10.1482, dt2
5.882, 9.67115, dt3
5.883, 13.5598, dt0
5.883, 14.0506, dt1
5.883, 10.4659, dt2
5.883, 10.3563, dt3
5.884, 13.3968, dt0
5.884, 13.6028, dt1
5.884, 10.2328, dt2
5.884, 10.6733, dt3
5.885, 13.5881, dt0
5.885, 13.4675, dt1
5.885, 10.9871, dt2
5.885, 11.0705, dt3
5.886, 13.6359, dt0
5.886, 13.7631, dt1
5.886, 9.98177, dt2
5.886, 10.7189, dt3
5.887, 14.1784, dt0
5.887, 13.8509, dt1
5.887, 9.74052, dt2
5.887, 10.3327, dt3
5.888, 13.2715, dt0
5.888, 13.9066, dt1
5.888, 10.8025, dt2
5.888, 10.7538, dt3
5.889, 13.4883, dt0
5.889, 13.5777, dt1
5.889, 10.6473, dt2
5.889, 10.8409, dt3
5.89, 13.5922, dt0
5.89, 13.7081, dt1
5.89, 11.0573, dt2
5.89, 10.32, dt3
5.891, 13.9736, dt0
5.891, 13.3447, dt1
5.891, 10.2092, dt2
5.891, 11.2699, dt3
5.892, 12.8971, dt0
5.892, 14.3778, dt1
5.892, 10.6398, dt2
5.892, 10.7501, dt3
5.893, 12.9929, dt0
5.893, 13.3329, dt1
5.893, 10.0414, dt2
5.893, 9.71186, dt3
5.894, 14.1594, dt0
5.894, 13.2789, dt1
5.894, 10.4454, dt2
5.894, 11.3214, dt3
5.895, 13.2565, dt0
5.895, 13.5923, dt1
5.895, 10.9927, dt2
5.895, 10.3564, dt3
5.896, 12.5278, dt0
5.896, 14.3785, dt1
5.896, 10.8205, dt2
5.896, 10.5939, dt3
5.897, 14.1146, dt0
5.897, 13.5454, dt1
5.897, 9.86792, dt2
5.897, 10.2911, dt3
5.898, 13.425, dt0
5.898, 12.9203, dt1
5.898, 10.8202, dt2
5.898, 11.3136, dt3
5.899, 13.2179, dt0
5.899, 14.0322, dt1
5.899, 10.1317, dt2
5.899, 10.5696, dt3
5.9, 14.2443, dt0
5.9, 13.712, dt1
5.9, 11.0276, dt2
5.9, 10.6828, dt3
5.901, 13.6677, dt0
5.901, 13.1004, dt1
5.901, 9.78694, dt2
5.901, 11.1807, dt3
5.902, 13.3987, dt0
5.902, 13.1335, dt1
5.902, 10.0501, dt2
5.902, 10.5681, dt3
5.903, 14.2169, dt0
5.903, 13.0044, dt1
5.903, 10.9278, dt2
5.903, 10.8829, dt3
5.904, 13.701, dt0
5.904, 13.8303, dt1
5.904, 10.4369, dt2
5.904, 10.5897, dt3
5.905, 13.8607, dt0
5.905, 13.2048, dt1
5.905, 10.387, dt2
5.905, 10.2242, dt3
5.906, 13.9132, dt0
5.906, 13.4325, dt1
5.906, 10.5161, dt2
5.906, 10.6442, dt3
5.907, 13.2516, dt0
5.907, 13.9708, dt1
5.907, 9.73965, dt2
5.907, 10.9214, dt3
5.908, 12.382, dt0
5.908, 12.5007, dt1
5.908, 10.3951, dt2
5.908, 10.5545, dt3
5.909, 13.1914, dt0
5.909, 13.2855, dt1
5.909, 10.7162, dt2
5.909, 11.4325, dt3
5.91, 12.9633, dt0
5.91, 13.8979, dt1
5.91, 9.91826, dt2
5.91, 10.3572, dt3
5.911, 13.6653, dt0
5.911, 13.6626, dt1
5.911, 10.2962, dt2
5.911, 10.6904, dt3
5.912, 13.2098, dt0
5.912, 14.7665, dt1
5.912, 10.3789, dt2
5.912, 10.3777, dt3
5.913, 14.1148, dt0
5.913, 12.8284, dt1
5.913, 9.71897, dt2
5.913, 10.9974, dt3
5.914, 13.4619, dt0
5.914, 12.9952, dt1
5.914, 10.58, dt2
5.914, 11.1261, dt3
5.915, 13.1006, dt0
5.915, 13.9863, dt1
5.915, 10.9464, dt2
5.915, 10.8279, dt3
5.916, 13.0105, dt0
5.916, 14.3444, dt1
5.916, 10.5434, dt2
5.916, 10.1723, dt3
5.917, 13.5519, dt0
5.917, 12.9978, dt1
5.917, 9.94019, dt2
5.917, 10.6083, dt3
5.918, 14.3575, dt0
5.918, 14.7648, dt1
5.918, 9.99458, dt2
5.918, 10.7558, dt3
5.919, 13.3573, dt0
5.919, 13.5929, dt1
5.919, 9.86011, dt2
5.919, 10.2765, dt3
5.92, 13.4826, dt0
5.92, 13.5029, dt1
5.92, 10.5348, dt2
5.92, 10.6786, dt3
5.921, 13.7317, dt0
5.921, 13.3369, dt1
5.921, 10.1333, dt2
5.921, 10.1284, dt3
5.922, 13.5501, dt0
5.922, 13.3979, dt1
5.922, 9.78521, dt2
5.922, 10.5754, dt3
5.923, 13.8509, dt0
5.923, 13.7164, dt1
5.923, 9.94875, dt2
5.923, 10.5953, dt3
5.924, 12.8066, dt0
5.924, 13.3758, dt1
5.924, 10.1242, dt2
5.924, 10.1047, dt3
5.925, 13.711, dt0
5.925, 13.9393, dt1
5.925, 10.6771, dt2
5.925, 10.6238, dt3
5.926, 13.939, dt0
5.926, 14.284, dt1
5.926, 10.8833, dt2
5.926, 10.9699, dt3
5.927, 14.1446, dt0
5.927, 13.7688, dt1
5.927, 10.8611, dt2
5.927, 10.6979, dt3
5.928, 13.1324, dt0
5.928, 14.0411, dt1
5.928, 10.2692, dt2
5.928, 10.4972, dt3
5.929, 13.0364, dt0
5.929, 13.9768, dt1
5.929, 10.5955, dt2
5.929, 10.8626, dt3
5.93, 13.9578, dt0
5.93, 12.9186, dt1
5.93, 10.1313, dt2
5.93, 10.4002, dt3
5.931, 13.6315, dt0
5.931, 13.0793, dt1
5.931, 10.2208, dt2
5.931, 10.0758, dt3
5.932, 13.2549, dt0
5.932, 13.8207, dt1
5.932, 10.7862, dt2
5.932, 10.8142, dt3
5.933, 13.1918, dt0
5.933, 13.4173, dt1
5.933, 10.716, dt2
5.933, 9.85119, dt3
5.934, 13.4728, dt0
5.934, 13.984, dt1
5.934, 11.1345, dt2
5.934, 11.1283, dt3
5.935, 14.2173, dt0
5.935, 13.149, dt1
5.935, 9.81348, dt2
5.935, 10.3993, dt3
5.936, 13.814, dt0
5.936, 13.4282, dt1
5.936, 10.7417, dt2
5.936, 10.9635, dt3
5.937, 13.8952, dt0
5.937, 13.9088, dt1
5.937, 11.0869, dt2
5.937, 10.9914, dt3
5.938, 13.4497, dt0
5.938, 13.9042, dt1
5.938, 9.83086, dt2
5.938, 10.4568, dt3
5.939, 13.3026, dt0
5.939, 13.4939, dt1
5.939, 10.612, dt2
5.939, 10.9719, dt3
5.94, 13.254, dt0
5.94, 13.6043, dt1
5.94, 11.0583, dt2
5.94, 10.3354, dt3
5.941, 12.8145, dt0
5.941, 13.5606, dt1
5.941, 10.3149, dt2
5.941, 11.7, dt3
5.942, 13.762, dt0
5.942, 12.9706, dt1
5.942, 10.3832, dt2
5.942, 10.5035, dt3
5.943, 13.2409, dt0
5.943, 12.8047, dt1
5.943, 9.98038, dt2
5.943, 10.2549, dt3
5.944, 13.0667, dt0
5.944, 13.5049, dt1
5.944, 10.6291, dt2
5.944, 11.6281, dt3
5.945, 13.2328, dt0
5.945, 13.8167, dt1
5.945, 10.9045, dt2
5.945, 10.7295, dt3
5.946, 13.8838, dt0
5.946, 13.3547, dt1
5.946, 10.359, dt2
5.946, 11.1449, dt3
5.947, 13.1966, dt0
5.947, 13.3755, dt1
5.947, 10.9407, dt2
5.947, 10.7858, dt3
5.948, 13.6231, dt0
5.948, 13.2253, dt1
5.948, 11.4956, dt2
5.948, 10.2673, dt3
5.949, 13.1952, dt0
5.949, 13.492, dt1
5.949, 10.5922, dt2
5.949, 9.92278, dt3
5.95, 13.482, dt0
5.95, 13.9744, dt1
5.95, 10.3666, dt2
5.95, 10.0307, dt3
5.951, 13.1939, dt0
5.951, 13.494, dt1
5.951, 10.5229, dt2
5.951, 11.6868, dt3
5.952, 13.7469, dt0
5.952, 13.3013, dt1
5.952, 10.4803, dt2
5.952, 10.8551, dt3
5.953, 13.18, dt0
5.953, 13.4186, dt1
5.953, 11.0523, dt2
5.953, 10.3728, dt3
5.954, 12.7456, dt0
5.954, 14.0125, dt1
5.954, 10.5758, dt2
5.954, 11.3219, dt3
5.955, 13.0998, dt0
5.955, 13.8263, dt1
5.955, 11.0234, dt2
5.955, 10.8097, dt3
5.956, 13.1777, dt0
5.956, 13.6239, dt1
5.956, 10.7468, dt2
5.956, 10.9815, dt3
5.957, 13.0363, dt0
5.957, 13.8584, dt1
5.957, 10.0375, dt2
5.957, 9.77869, dt3
5.958, 13.5927, dt0
5.958, 13.7197, dt1
5.958, 11.4252, dt2
5.958, 10.3963, dt3
5.959, 12.6645, dt0
5.959, 13.152, dt1
5.959, 10.3484, dt2
5.959, 10.8666, dt3
5.96, 13.834, dt0
5.96, 13.91, dt1
5.96, 10.5918, dt2
5.96, 11.1162, dt3
5.961, 13.3272, dt0
5.961, 14.3678, dt1
5.961, 9.86662, dt2
5.961, 11.169, dt3
5.962, 12.6722, dt0
5.962, 13.8355, dt1
5.962, 10.6585, dt2
5.962, 10.9291, dt3
5.963, 12.7693, dt0
5.963, 13.9362, dt1
5.963, 10.9252, dt2
5.963, 10.4872, dt3
5.964, 13.1363, dt0
5.964, 14.2274, dt1
5.964, 10.6633, dt2
5.964, 10.6054, dt3
5.965, 12.9554, dt0
5.965, 13.6834, dt1
5.965, 10.7823, dt2
5.965, 10.3354, dt3
5.966, 12.532, dt0
5.966, 13.0205, dt1
5.966, 9.49933, dt2
5.966, 10.9522, dt3
5.967, 12.9297, dt0
5.967, 13.1323, dt1
5.967, 10.5264, dt2
5.967, 11.365, dt3
5.968, 13.3076, dt0
5.968, 13.4279, dt1
5.968, 10.9576, dt2
5.968, 11.163, dt3
5.969, 13.3936, dt0
5.969, 13.5576, dt1
5.969, 10.1192, dt2
5.969, 10.6034, dt3
5.97, 13.8377, dt0
5.97, 14.4154, dt1
5.97, 11.0169, dt2
5.97, 10.8466, dt3
5.971, 12.9795, dt0
5.971, 13.5567, dt1
5.971, 10.0153, dt2
5.971, 11.0424, dt3
5.972, 14.1547, dt0
5.972, 13.9369, dt1
5.972, 10.3452, dt2
5.972, 10.4721, dt3
5.973, 13.2838, dt0
5.973, 13.2691, dt1
5.973, 11.1874, dt2
5.973, 11.2951, dt3
5.974, 13.8674, dt0
5.974, 13.5009, dt1
5.974, 10.3068, dt2
5.974, 10.1563, dt3
5.975, 13.6525, dt0
5.975, 13.7916, dt1
5.975, 11.2545, dt2
5.975, 10.7028, dt3
5.976, 13.2922, dt0
5.976, 13.4208, dt1
5.976, 11.0419, dt2
5.976, 10.0513, dt3
5.977, 12.9339, dt0
5.977, 13.8327, dt1
5.977, 10.5419, dt2
5.977, 11.1461, dt3
5.978, 12.9405, dt0
5.978, 13.6144, dt1
5.978, 10.2194, dt2
5.978, 11.3485, dt3
5.979, 13.0107, dt0
5.979, 13.806, dt1
5.979, 10.3014, dt2
5.979, 10.9535, dt3
5.98, 13.2271, dt0
5.98, 12.9492, dt1
5.98, 10.5701, dt2
5.98, 10.0265, dt3
5.981, 13.6843, dt0
5.981, 14.0797, dt1
5.981, 10.6913, dt2
5.981, 10.9494, dt3
5.982, 13.1471, dt0
5.982, 13.8797, dt1
5.982, 10.5368, dt2
5.982, 9.78075, dt3
5.983, 13.4, dt0
5.983, 13.4403, dt1
5.983, 10.6072, dt2
5.983, 10.0648, dt3
5.984, 12.9738, dt0
5.984, 12.8731, dt1
5.984, 9.94061, dt2
5.984, 10.9323, dt3
5.985, 13.6686, dt0
5.985, 14.0657, dt1
5.985, 10.4059, dt2
5.985, 10.3315, dt3
5.986, 12.982, dt0
5.986, 14.0551, dt1
5.986, 10.8208, dt2
5.986, 10.8328, dt3
5.987, 13.2705, dt0
5.987, 14.1827, dt1
5.987, 10.0247, dt2
5.987, 10.9566, dt3
5.988, 13.6044, dt0
5.988, 14.0095, dt1
5.988, 10.2533, dt2
5.988, 10.2826, dt3
5.989, 13.2172, dt0
5.989, 13.3068, dt1
5.989, 9.92977, dt2
5.989, 10.6764, dt3
5.99, 12.8947, dt0
5.99, 13.707, dt1
5.99, 11.2399, dt2
5.99, 11.1548, dt3
5.991, 12.8869, dt0
5.991, 13.5751, dt1
5.991, 10.4962, dt2
5.991, 11.1166, dt3
5.992, 13.8843, dt0
5.992, 13.8728, dt1
5.992, 11.32, dt2
5.992, 10.7241, dt3
5.993, 13.1137, dt0
5.993, 13.1817, dt1
5.993, 10.7241, dt2
5.993, 11.2148, dt3
5.994, 13.1366, dt0
5.994, 14.2029, dt1
5.994, 10.3872, dt2
5.994, 11.2037, dt3
5.995, 13.7504, dt0
5.995, 13.1321, dt1
5.995, 10.6497, dt2
5.995, 10.5411, dt3
5.996, 13.2134, dt0
5.996, 12.8997, dt1
5.996, 10.2069, dt2
5.996, 10.8777, dt3
5.997, 13.374, dt0
5.997, 13.0533, dt1
5.997, 10.3452, dt2
5.997, 10.7972, dt3
5.998, 13.5853, dt0
5.998, 13.4601, dt1
5.998, 9.92505, dt2
5.998, 11.2798, dt3
5.999, 12.8331, dt0
5.999, 14.258, dt1
5.999, 10.9637, dt2
5.999, 10.3868, dt3
6, 13.1347, dt0
6, 13.8521, dt1
6, 11.3441, dt2
6, 10.3225, dt3
6.001, 13.3934, dt0
6.001, 12.9387, dt1
6.001, 10.1772, dt2
6.001, 10.3001, dt3
6.002, 12.514, dt0
6.002, 14.3398, dt1
6.002, 10.6338, dt2
6.002, 10.5639, dt3
6.003, 13.5443, dt0
6.003, 13.7331, dt1
6.003, 11.1983, dt2
6.003, 10.6073, dt3
6.004, 12.7134, dt0
6.004, 13.7958, dt1
6.004, 10.4943, dt2
6.004, 10.141, dt3
6.005, 13.4188, dt0
6.005, 13.6484, dt1
6.005, 11.3909, dt2
6.005, 10.4561, dt3
6.006, 13.2533, dt0
6.006, 13.9631, dt1
6.006, 10.3505, dt2
6.006, 11.2069, dt3
6.007, 13.2248, dt0
6.007, 13.1273, dt1
6.007, 10.6384, dt2
6.007, 11.4081, dt3
6.008, 13.8474, dt0
6.008, 14.0685, dt1
6.008, 11.0702, dt2
6.008, 10.4231, dt3
6.009, 13.368, dt0
6.009, 12.8944, dt1
6.009, 10.3891, dt2
6.009, 11.5287, dt3
6.01, 12.908, dt0
6.01, 13.8252, dt1
6.01, 10.4252, dt2
6.01, 11.0909, dt3
6.011, 12.4281, dt0
6.011, 13.5586, dt1
6.011, 10.4623, dt2
6.011, 11.1657, dt3
6.012, 12.9698, dt0
6.012, 14.1914, dt1
6.012, 10.4753, dt2
6.012, 11.2646, dt3
6.013, 13.6781, dt0
6.013, 13.032, dt1
6.013, 10.2986, dt2
6.013, 11.6565, dt3
6.014, 13.731, dt0
6.014, 12.2848, dt1
6.014, 10.9016, dt2
6.014, 11.3039, dt3
6.015, 13.1308, dt0
6.015, 14.5066, dt1
6.015, 10.3501, dt2
6.015, 10.813, dt3
6.016, 14.2529, dt0
6.016, 14.2168, dt1
6.016, 10.4137, dt2
6.016, 10.118, dt3
6.017, 12.981, dt0
6.017, 14.0387, dt1
6.017, 10.9898, dt2
6.017, 10.8303, dt3
6.018, 13.1049, dt0
6.018, 12.7438, dt1
6.018, 10.3402, dt2
6.018, 10.2384, dt3
6.019, 13.9608, dt0
6.019, 13.5952, dt1
6.019, 10.1586, dt2
6.019, 10.9201, dt3
6.02, 13.2377, dt0
6.02, 13.7432, dt1
6.02, 10.659, dt2
6.02, 11.4486, dt3
6.021, 13.1023, dt0
6.021, 13.9364, dt1
6.021, 10.2197, dt2
6.021, 9.91116, dt3
6.022, 13.3362, dt0
6.022, 14.2219, dt1
6.022, 10.3252, dt2
6.022, 11.0101, dt3
6.023, 13.4348, dt0
6.023, 13.9109, dt1
6.023, 10.5918, dt2
6.023, 10.7272, dt3
6.024, 13.6112, dt0
6.024, 12.9327, dt1
6.024, 10.4164, dt2
6.024, 11.4131, dt3
6.025, 13.8598, dt0
6.025, 12.9215, dt1
6.025, 10.9187, dt2
6.025, 10.4069, dt3
6.026, 13.2313, dt0
6.026, 14.0801, dt1
6.026, 11.6543, dt2
6.026, 10.7207, dt3
6.027, 12.1473, dt0
6.027, 13.1392, dt1
6.027, 10.5421, dt2
6.027, 10.3932, dt3
6.028, 13.2847, dt0
6.028, 12.861, dt1
6.028, 10.616, dt2
6.028, 10.7925, dt3
6.029, 12.737, dt0
6.029, 14.0933, dt1
6.029, 10.5497, dt2
6.029, 11.6813, dt3
6.03, 12.9029, dt0
6.03, 13.6719, dt1
6.03, 10.4597, dt2
6.03, 10.3577, dt3
6.031, 13.2103, dt0
6.031, 12.3207, dt1
6.031, 9.95935, dt2
6.031, 11.0519, dt3
6.032, 12.7623, dt0
6.032, 13.7998, dt1
6.032, 10.6888, dt2
6.032, 11.0561, dt3
6.033, 13.8185, dt0
6.033, 13.3086, dt1
6.033, 10.164, dt2
6.033, 10.4235, dt3
6.034, 12.8097, dt0
6.034, 13.2158, dt1
6.034, 10.9591, dt2
6.034, 11.3427, dt3
6.035, 13.4343, dt0
6.035, 14.0094, dt1
6.035, 11.4584, dt2
6.035, 9.94555, dt3
6.036, 12.2913, dt0
6.036, 13.658, dt1
6.036, 11.7209, dt2
6.036, 10.7435, dt3
6.037, 12.7227, dt0
6.037, 13.7079, dt1
6.037, 11.5555, dt2
6.037, 10.6661, dt3
6.038, 13.3139, dt0
6.038, 12.3948, dt1
6.038, 10.1633, dt2
6.038, 10.7158, dt3
6.039, 12.7696, dt0
6.039, 13.194, dt1
6.039, 10.9175, dt2
6.039, 11.3771, dt3
6.04, 13.0493, dt0
6.04, 13.3174, dt1
6.04, 10.7828, dt2
6.04, 11.5369, dt3
6.041, 13.6216, dt0
6.041, 13.6391, dt1
6.041, 10.1469, dt2
6.041, 10.64, dt3
6.042, 12.9934, dt0
6.042, 14.0585, dt1
6.042, 10.507, dt2
6.042, 10.7999, dt3
6.043, 12.9889, dt0
6.043, 13.5843, dt1
6.043, 10.7256, dt2
6.043, 10.5587, dt3
6.044, 12.4849, dt0
6.044, 13.9691, dt1
6.044, 10.6168, dt2
6.044, 11.031, dt3
6.045, 13.0977, dt0
6.045, 12.7828, dt1
6.045, 11.1493, dt2
6.045, 11.8784, dt3
6.046, 13.4847, dt0
6.046, 13.0142, dt1
6.046, 10.4209, dt2
6.046, 9.77692, dt3
6.047, 12.7036, dt0
6.047, 12.6843, dt1
6.047, 10.8285, dt2
6.047, 10.1201, dt3
6.048, 12.1548, dt0
6.048, 13.7628, dt1
6.048, 11.0306, dt2
6.048, 10.701, dt3
6.049, 12.977, dt0
6.049, 13.526, dt1
6.049, 11.1375, dt2
6.049, 10.9523, dt3
6.05, 13.3899, dt0
6.05, 13.5201, dt1
6.05, 10.4284, dt2
6.05, 10.7544, dt3
6.051, 13.6167, dt0
6.051, 13.4901, dt1
6.051, 10.2754, dt2
6.051, 11.9513, dt3
6.052, 12.4059, dt0
6.052, 12.8535, dt1
6.052, 11.0465, dt2
6.052, 11.0396, dt3
6.053, 13.2893, dt0
6.053, 13.5054, dt1
6.053, 10.2005, dt2
6.053, 10.8193, dt3
6.054, 12.7226, dt0
6.054, 13.0526, dt1
6.054, 10.4184, dt2
6.054, 10.5654, dt3
6.055, 13.3135, dt0
6.055, 12.8967, dt1
6.055, 10.8699, dt2
6.055, 9.94028, dt3
6.056, 13.1112, dt0
6.056, 13.7687, dt1
6.056, 10.5852, dt2
6.056, 11.531, dt3
6.057, 13.3774, dt0
6.057, 13.925, dt1
6.057, 10.738, dt2
6.057, 11.0108, dt3
6.058, 13.0455, dt0
6.058, 12.6397, dt1
6.058, 10.9154, dt2
6.058, 10.7946, dt3
6.059, 13.0207, dt0
6.059, 12.9943, dt1
6.059, 10.6732, dt2
6.059, 10.8021, dt3
6.06, 13.012, dt0
6.06, 13.3827, dt1
6.06, 11.0345, dt2
6.06, 11.4353, dt3
6.061, 14.2284, dt0
6.061, 13.4573, dt1
6.061, 11.1572, dt2
6.061, 11.4222, dt3
6.062, 13.4545, dt0
6.062, 12.8336, dt1
6.062, 10.4615, dt2
6.062, 11.214, dt3
6.063, 13.1366, dt0
6.063, 13.288, dt1
6.063, 11.1699, dt2
6.063, 10.9614, dt3
6.064, 13.7037, dt0
6.064, 13.8519, dt1
6.064, 11.0897, dt2
6.064, 11.3769, dt3
6.065, 12.8986, dt0
6.065, 14.0583, dt1
6.065, 11.3018, dt2
6.065, 11.6648, dt3
6.066, 12.6898, dt0
6.066, 14.1692, dt1
6.066, 10.2274, dt2
6.066, 10.7375, dt3
6.067, 12.9603, dt0
6.067, 13.4037, dt1
6.067, 10.8604, dt2
6.067, 10.3928, dt3
6.068, 12.9982, dt0
6.068, 12.9767, dt1
6.068, 10.4215, dt2
6.068, 10.9224, dt3
6.069, 12.6369, dt0
6.069, 12.9602, dt1
6.069, 10.3016, dt2
6.069, 11.4976, dt3
6.07, 13.0428, dt0
6.07, 13.6905, dt1
6.07, 10.421, dt2
6.07, 10.7389, dt3
6.071, 13.4583, dt0
6.071, 12.8723, dt1
6.071, 10.921, dt2
6.071, 11.0113, dt3
6.072, 12.8178, dt0
6.072, 13.515, dt1
6.072, 10.7236, dt2
6.072, 10.8717, dt3
6.073, 13.2533, dt0
6.073, 14.1225, dt1
6.073, 10.5266, dt2
6.073, 11.6184, dt3
6.074, 12.9542, dt0
6.074, 12.88, dt1
6.074, 10.3234, dt2
6.074, 10.8995, dt3
6.075, 13.2855, dt0
6.075, 13.8977, dt1
6.075, 10.4282, dt2
6.075, 10.662, dt3
6.076, 13.0803, dt0
6.076, 13.2028, dt1
6.076, 10.7084, dt2
6.076, 11.5004, dt3
6.077, 13.5209, dt0
6.077, 13.6932, dt1
6.077, 9.79065, dt2
6.077, 11.1308, dt3
6.078, 13.987, dt0
6.078, 14.1359, dt1
6.078, 10.7285, dt2
6.078, 11.1805, dt3
6.079, 13.6414, dt0
6.079, 13.434, dt1
6.079, 10.2514, dt2
6.079, 10.8734, dt3
6.08, 12.7333, dt0
6.08, 12.8925, dt1
6.08, 11.1669, dt2
6.08, 10.7696, dt3
6.081, 13.6002, dt0
6.081, 13.7114, dt1
6.081, 10.6845, dt2
6.081, 10.8433, dt3
6.082, 13.7322, dt0
6.082, 14.0659, dt1
6.082, 10.0676, dt2
6.082, 10.7676, dt3
6.083, 13.3742, dt0
6.083, 12.4579, dt1
6.083, 10.1622, dt2
6.083, 11.6492, dt3
6.084, 12.8722, dt0
6.084, 13.3586, dt1
6.084, 10.8041, dt2
6.084, 11.2417, dt3
6.085, 12.7284, dt0
6.085, 14.0923, dt1
6.085, 10.9736, dt2
6.085, 11.6539, dt3
6.086, 12.7258, dt0
6.086, 14.434, dt1
6.086, 11.0265, dt2
6.086, 10.8686, dt3
6.087, 12.8644, dt0
6.087, 13.0152, dt1
6.087, 10.1934, dt2
6.087, 11.3347, dt3
6.088, 13.9344, dt0
6.088, 13.4149, dt1
6.088, 10.8098, dt2
6.088, 10.9928, dt3
6.089, 12.3838, dt0
6.089, 13.1838, dt1
6.089, 11.1926, dt2
6.089, 10.929, dt3
6.09, 13.1632, dt0
6.09, 12.8136, dt1
6.09, 10.4237, dt2
6.09, 11.5828, dt3
6.091, 12.8977, dt0
6.091, 14.3656, dt1
6.091, 10.6236, dt2
6.091, 10.4135, dt3
6.092, 12.4669, dt0
6.092, 13.2489, dt1
6.092, 10.6216, dt2
6.092, 11.4874, dt3
6.093, 13.0098, dt0
6.093, 13.3954, dt1
6.093, 11.2664, dt2
6.093, 11.1413, dt3
6.094, 13.8682, dt0
6.094, 13.3611, dt1
6.094, 10.7627, dt2
6.094, 11.5057, dt3
6.095, 12.9435, dt0
6.095, 13.193, dt1
6.095, 10.213, dt2
6.095, 11.5131, dt3
6.096, 13.2061, dt0
6.096, 13.3808, dt1
6.096, 9.81646, dt2
6.096, 11.7623, dt3
6.097, 13.7728, dt0
6.097, 14.232, dt1
6.097, 9.76755, dt2
6.097, 11.0863, dt3
6.098, 12.938, dt0
6.098, 12.8648, dt1
6.098, 11.6417, dt2
6.098, 10.7025, dt3
6.099, 12.7078, dt0
6.099, 13.4977, dt1
6.099, 11.0329, dt2
6.099, 10.9115, dt3
6.1, 13.073, dt0
6.1, 14.0151, dt1
6.1, 10.6419, dt2
6.1, 11.1573, dt3
6.101, 13.5376, dt0
6.101, 13.1125, dt1
6.101, 10.7875, dt2
6.101, 10.4987, dt3
6.102, 13.1439, dt0
6.102, 13.3921, dt1
6.102, 10.382, dt2
6.102, 11.1625, dt3
6.103, 13.2336, dt0
6.103, 12.8331, dt1
6.103, 10.1158, dt2
6.103, 11, dt3
6.104, 13.1653, dt0
6.104, 13.3754, dt1
6.104, 10.7882, dt2
6.104, 11.8027, dt3
6.105, 13.0047, dt0
6.105, 12.4931, dt1
6.105, 9.92404, dt2
6.105, 12.3381, dt3
6.106, 11.8155, dt0
6.106, 14.1212, dt1
6.106, 10.2479, dt2
6.106, 10.3469, dt3
6.107, 13.2605, dt0
6.107, 13.8253, dt1
6.107, 11.2405, dt2
6.107, 11.198, dt3
6.108, 13.439, dt0
6.108, 12.5549, dt1
6.108, 10.5458, dt2
6.108, 10.8923, dt3
6.109, 13.1179, dt0
6.109, 14.3228, dt1
6.109, 11.2791, dt2
6.109, 10.7496, dt3
6.11, 13.0937, dt0
6.11, 13.6232, dt1
6.11, 10.4456, dt2
6.11, 10.6351, dt3
6.111, 12.8913, dt0
6.111, 13.0265, dt1
6.111, 10.0311, dt2
6.111, 11.7414, dt3
6.112, 12.7355, dt0
6.112, 13.2371, dt1
6.112, 10.3763, dt2
6.112, 10.9021, dt3
6.113, 12.761, dt0
6.113, 13.7125, dt1
6.113, 10.1614, dt2
6.113, 11.4252, dt3
6.114, 12.578, dt0
6.114, 13.8417, dt1
6.114, 10.4648, dt2
6.114, 10.9958, dt3
6.115, 12.7738, dt0
6.115, 12.6773, dt1
6.115, 11.1838, dt2
6.115, 11.1908, dt3
6.116, 13.1962, dt0
6.116, 13.8428, dt1
6.116, 11.6799, dt2
6.116, 10.8101, dt3
6.117, 13.8164, dt0
6.117, 13.5364, dt1
